## emapper-2.1.13	
## /usr/local/bin/emapper.py -i /inputs/GCA_000499845.2_P._vulgaris_v2.0_protein.faa --itype proteins -o /outputs/pvul_eggnog -m diamond --cpu 12 --data_dir /eggnog_db	
##	
#query	KEGG_ko
ESW03268.1	ko:K01738,ko:K14831
ESW13066.1	ko:K10635,ko:K11982
ESW13067.1	-
ESW13068.1	-
ESW13069.1	-
ESW13070.1	-
ESW13071.1	-
ESW13073.1	ko:K18758
ESW13074.1	-
ESW13075.1	-
ESW13078.1	-
ESW13079.1	-
ESW13080.1	-
ESW13081.1	-
ESW13082.1	-
ESW13083.1	-
ESW13084.1	ko:K08866
ESW13087.1	ko:K20456
ESW13088.1	ko:K00889
ESW13089.1	-
ESW13090.1	-
ESW13094.1	-
ESW13096.1	ko:K02183
ESW13102.1	ko:K10534
ESW13103.1	ko:K13414,ko:K20605
ESW13104.1	-
ESW13105.1	-
ESW13106.1	-
ESW13107.1	-
ESW13108.1	ko:K20855
ESW13110.1	-
ESW13111.1	-
ESW13112.1	-
ESW13113.1	-
ESW13114.1	ko:K14431
ESW13116.1	-
ESW13117.1	-
ESW13118.1	-
ESW13119.1	ko:K13508
ESW13120.1	ko:K13508
ESW13121.1	ko:K10206
ESW13122.1	-
ESW13123.1	-
ESW13124.1	-
ESW13125.1	-
ESW13126.1	-
ESW13127.1	-
ESW13128.1	-
ESW13129.1	-
ESW13130.1	ko:K09260
ESW13133.1	ko:K17469
ESW13134.1	ko:K17470
ESW13137.1	-
ESW13138.1	-
ESW13139.1	-
ESW13140.1	-
ESW13141.1	-
ESW13142.1	ko:K01834
ESW13143.1	ko:K01834
ESW13144.1	ko:K01834
ESW13145.1	ko:K01834
ESW13146.1	ko:K01834
ESW13147.1	ko:K01834
ESW13148.1	-
ESW13149.1	ko:K15920
ESW13150.1	ko:K17865,ko:K18532
ESW13151.1	ko:K17865,ko:K18532
ESW13155.1	ko:K09286
ESW13156.1	ko:K20367
ESW13157.1	ko:K01087
ESW13158.1	ko:K09527
ESW13159.1	-
ESW13160.1	-
ESW13161.1	-
ESW13162.1	-
ESW13163.1	-
ESW13164.1	ko:K17098
ESW13166.1	-
ESW13167.1	-
ESW13168.1	ko:K19533
ESW13170.1	ko:K19533
ESW13172.1	ko:K19533
ESW13173.1	-
ESW13174.1	ko:K12118
ESW13175.1	-
ESW13176.1	ko:K17550,ko:K19750
ESW13177.1	ko:K17550,ko:K19750
ESW13178.1	-
ESW13179.1	-
ESW13180.1	-
ESW13182.1	-
ESW13183.1	ko:K02880
ESW13184.1	ko:K00573
ESW13185.1	ko:K21374
ESW13187.1	-
ESW13188.1	-
ESW13189.1	-
ESW13192.1	ko:K21374
ESW13193.1	-
ESW13194.1	ko:K21374
ESW13195.1	ko:K21374
ESW13196.1	-
ESW13198.1	-
ESW13199.1	-
ESW13200.1	-
ESW13201.1	ko:K01626
ESW13203.1	ko:K10712
ESW13205.1	ko:K02267
ESW13206.1	ko:K00434
ESW13207.1	ko:K00434
ESW13208.1	-
ESW13209.1	-
ESW13211.1	-
ESW13212.1	-
ESW13213.1	-
ESW13214.1	-
ESW13215.1	ko:K10664,ko:K19041
ESW13216.1	ko:K18485
ESW13217.1	ko:K10664
ESW13219.1	ko:K10664
ESW13220.1	-
ESW13221.1	-
ESW13222.1	-
ESW13223.1	-
ESW13224.1	-
ESW13225.1	ko:K03686
ESW13226.1	ko:K03686
ESW13227.1	ko:K03686
ESW13228.1	ko:K01923
ESW13229.1	ko:K13412
ESW13230.1	ko:K08505
ESW13231.1	-
ESW13232.1	ko:K15100
ESW13233.1	-
ESW13235.1	-
ESW13236.1	ko:K04733
ESW13237.1	-
ESW13238.1	-
ESW13239.1	-
ESW13240.1	-
ESW13241.1	ko:K11276
ESW13243.1	ko:K18810
ESW13244.1	-
ESW13245.1	ko:K01810
ESW13246.1	-
ESW13247.1	-
ESW13249.1	-
ESW13250.1	-
ESW13251.1	-
ESW13252.1	ko:K10664
ESW13253.1	ko:K11855
ESW13254.1	-
ESW13255.1	ko:K12402
ESW13258.1	ko:K01673
ESW13259.1	ko:K01673
ESW13260.1	-
ESW13261.1	-
ESW13262.1	-
ESW13263.1	ko:K10395
ESW13264.1	-
ESW13265.1	-
ESW13266.1	ko:K20478
ESW13267.1	-
ESW13268.1	ko:K00327
ESW13269.1	-
ESW13270.1	-
ESW13271.1	-
ESW13272.1	-
ESW13274.1	-
ESW13275.1	-
ESW13276.1	-
ESW13277.1	-
ESW13279.1	ko:K10592
ESW13280.1	ko:K03123
ESW13281.1	ko:K03123
ESW13282.1	-
ESW13283.1	ko:K18195
ESW13284.1	-
ESW13286.1	ko:K09264
ESW13289.1	ko:K17710
ESW13290.1	ko:K17710
ESW13291.1	ko:K17710
ESW13292.1	-
ESW13293.1	ko:K00600
ESW13294.1	ko:K00600
ESW13295.1	-
ESW13296.1	ko:K07198
ESW13298.1	-
ESW13299.1	-
ESW13302.1	-
ESW13303.1	-
ESW13304.1	-
ESW13305.1	ko:K02492
ESW13306.1	ko:K03327
ESW13307.1	ko:K15378
ESW13308.1	ko:K09284
ESW13309.1	ko:K00006
ESW13310.1	ko:K00006
ESW13311.1	-
ESW13312.1	-
ESW13313.1	-
ESW13314.1	-
ESW13316.1	-
ESW13317.1	ko:K15710
ESW13318.1	ko:K15710
ESW13319.1	ko:K08869
ESW13320.1	-
ESW13321.1	-
ESW13322.1	ko:K04688
ESW13323.1	ko:K04688
ESW13324.1	ko:K08176
ESW13325.1	ko:K04733
ESW13326.1	ko:K04733
ESW13327.1	ko:K02866
ESW13328.1	ko:K02866
ESW13329.1	ko:K01069
ESW13332.1	-
ESW13333.1	-
ESW13334.1	-
ESW13335.1	-
ESW13336.1	-
ESW13337.1	-
ESW13339.1	ko:K08331
ESW13341.1	-
ESW13342.1	-
ESW13344.1	-
ESW13345.1	ko:K03537
ESW13346.1	-
ESW13347.1	-
ESW13348.1	-
ESW13349.1	-
ESW13350.1	ko:K04733
ESW13351.1	-
ESW13352.1	-
ESW13353.1	ko:K15032
ESW13354.1	-
ESW13355.1	ko:K01623
ESW13356.1	ko:K07213
ESW13357.1	-
ESW13358.1	-
ESW13361.1	ko:K08332
ESW13362.1	-
ESW13365.1	ko:K16281,ko:K16285
ESW13366.1	-
ESW13370.1	ko:K17279
ESW13375.1	ko:K20867
ESW13376.1	ko:K20867
ESW13377.1	-
ESW13378.1	-
ESW13381.1	ko:K07437,ko:K12664,ko:K20667
ESW13383.1	-
ESW13384.1	-
ESW13385.1	ko:K10374
ESW13387.1	-
ESW13390.1	-
ESW13391.1	ko:K11982
ESW13392.1	ko:K13508
ESW13393.1	ko:K17943
ESW13394.1	-
ESW13395.1	-
ESW13396.1	-
ESW13397.1	ko:K13945,ko:K21994
ESW13398.1	-
ESW13400.1	-
ESW13401.1	-
ESW13402.1	-
ESW13403.1	ko:K20924
ESW13405.1	-
ESW13410.1	-
ESW13411.1	-
ESW13412.1	-
ESW13413.1	-
ESW13414.1	-
ESW13415.1	-
ESW13416.1	ko:K21971
ESW13417.1	ko:K14488
ESW13419.1	ko:K03352
ESW13420.1	-
ESW13421.1	-
ESW13423.1	ko:K19613,ko:K22038
ESW13424.1	ko:K19613,ko:K22038
ESW13425.1	ko:K19613,ko:K22038
ESW13426.1	ko:K19613,ko:K22038
ESW13430.1	ko:K00799
ESW13431.1	ko:K00799
ESW13432.1	ko:K00799
ESW13433.1	-
ESW13434.1	-
ESW13435.1	ko:K02291
ESW13436.1	ko:K14508
ESW13437.1	-
ESW13438.1	-
ESW13439.1	-
ESW13440.1	ko:K14442
ESW13441.1	ko:K22382
ESW13442.1	ko:K02717
ESW13443.1	-
ESW13445.1	ko:K16189
ESW13446.1	ko:K16189
ESW13447.1	ko:K17839
ESW13448.1	ko:K03327
ESW13450.1	-
ESW13451.1	-
ESW13454.1	-
ESW13455.1	-
ESW13456.1	-
ESW13457.1	-
ESW13458.1	-
ESW13459.1	-
ESW13460.1	-
ESW13461.1	-
ESW13462.1	-
ESW13463.1	-
ESW13464.1	-
ESW13465.1	-
ESW13466.1	-
ESW13467.1	-
ESW13468.1	-
ESW13469.1	-
ESW13473.1	-
ESW13474.1	-
ESW13475.1	-
ESW13476.1	ko:K16911
ESW13477.1	ko:K11367
ESW13478.1	-
ESW13479.1	ko:K17969
ESW13480.1	-
ESW13481.1	-
ESW13482.1	-
ESW13483.1	-
ESW13484.1	-
ESW13486.1	-
ESW13487.1	-
ESW13488.1	-
ESW13490.1	-
ESW13492.1	ko:K20782
ESW13493.1	ko:K14409
ESW13494.1	-
ESW13495.1	-
ESW13496.1	-
ESW13498.1	ko:K08515
ESW13499.1	-
ESW13500.1	-
ESW13501.1	ko:K13412
ESW13502.1	ko:K12833
ESW13503.1	ko:K12833
ESW13504.1	-
ESW13506.1	ko:K16912
ESW13508.1	ko:K09419
ESW13509.1	-
ESW13510.1	-
ESW13511.1	ko:K01285
ESW13512.1	ko:K01640
ESW13513.1	-
ESW13514.1	-
ESW13515.1	-
ESW13516.1	ko:K11886
ESW13517.1	ko:K21777
ESW13518.1	ko:K03133
ESW13519.1	-
ESW13520.1	-
ESW13521.1	ko:K18158
ESW13523.1	-
ESW13525.1	-
ESW13526.1	-
ESW13527.1	-
ESW13529.1	-
ESW13530.1	-
ESW13531.1	ko:K11982
ESW13532.1	ko:K11982
ESW13533.1	ko:K03232
ESW13534.1	-
ESW13535.1	ko:K09422
ESW13536.1	-
ESW13537.1	ko:K03188
ESW13538.1	ko:K03188
ESW13539.1	-
ESW13540.1	-
ESW13541.1	-
ESW13542.1	ko:K08819
ESW13544.1	ko:K07198
ESW13545.1	ko:K07198
ESW13546.1	ko:K07198
ESW13547.1	ko:K07198
ESW13548.1	-
ESW13549.1	ko:K13288
ESW13550.1	ko:K02183
ESW13551.1	ko:K07199
ESW13552.1	ko:K12741
ESW13553.1	ko:K18757
ESW13554.1	ko:K17865,ko:K18532
ESW13556.1	ko:K17865,ko:K18532
ESW13557.1	ko:K11593
ESW13558.1	ko:K11593
ESW13559.1	ko:K11593
ESW13562.1	-
ESW13563.2	-
ESW13564.1	ko:K14514
ESW13565.1	ko:K12394
ESW13567.1	-
ESW13568.1	-
ESW13570.1	-
ESW13575.1	ko:K00121
ESW13576.1	ko:K10960
ESW13578.1	ko:K21844
ESW13579.1	-
ESW13580.1	-
ESW13581.1	-
ESW13582.1	-
ESW13583.1	ko:K10258
ESW13584.1	ko:K10258
ESW13585.1	ko:K09499
ESW13586.1	ko:K00021
ESW13588.1	ko:K06961
ESW13593.1	ko:K15376
ESW13594.1	ko:K15376
ESW13595.1	ko:K13993,ko:K20478
ESW13596.1	-
ESW13597.1	ko:K09842,ko:K11817,ko:K22417
ESW13598.1	ko:K09842,ko:K11817,ko:K22417
ESW13599.1	ko:K01188,ko:K05349
ESW13600.1	ko:K08864
ESW13601.1	ko:K08864
ESW13602.1	ko:K11838
ESW13603.1	-
ESW13604.1	-
ESW13605.1	-
ESW13606.1	ko:K21989
ESW13608.1	-
ESW13609.1	-
ESW13610.1	ko:K13429
ESW13614.1	-
ESW13615.1	-
ESW13616.1	-
ESW13617.1	-
ESW13618.1	ko:K11584
ESW13620.1	-
ESW13621.1	ko:K14012
ESW13622.1	ko:K15613
ESW13623.1	ko:K02907
ESW13624.1	ko:K14638
ESW13625.1	-
ESW13626.1	-
ESW13627.1	ko:K01113
ESW13630.1	ko:K14611
ESW13631.1	ko:K14611
ESW13632.1	ko:K04730
ESW13633.1	-
ESW13635.1	ko:K04730
ESW13636.1	-
ESW13637.1	-
ESW13638.1	-
ESW13639.1	ko:K02952
ESW13640.1	-
ESW13641.1	ko:K18467
ESW13642.1	ko:K18467
ESW13643.1	ko:K05933
ESW13646.1	-
ESW13647.1	-
ESW13648.1	-
ESW13649.1	ko:K05933
ESW13650.1	ko:K18045
ESW13651.1	ko:K18045
ESW13652.1	ko:K10143
ESW13653.1	-
ESW13654.1	-
ESW13655.1	-
ESW13656.1	ko:K09286
ESW13657.1	ko:K10696
ESW13660.1	ko:K01052
ESW13661.1	ko:K09584
ESW13662.1	ko:K11578
ESW13663.1	ko:K11578
ESW13664.1	ko:K11578
ESW13665.1	ko:K11578
ESW13666.1	-
ESW13667.1	-
ESW13668.1	-
ESW13669.1	-
ESW13671.1	ko:K04459
ESW13672.1	ko:K00784
ESW13673.1	ko:K05399
ESW13674.1	ko:K05399
ESW13675.1	-
ESW13676.1	-
ESW13677.1	-
ESW13678.1	-
ESW13680.1	-
ESW13683.1	-
ESW13684.1	-
ESW13688.1	ko:K12863
ESW13692.1	-
ESW13693.1	ko:K02892
ESW13694.1	-
ESW13696.1	ko:K07342
ESW13697.1	ko:K01609
ESW13698.1	ko:K01609
ESW13699.1	-
ESW13700.1	-
ESW13701.1	-
ESW13702.1	ko:K00430
ESW13703.1	-
ESW13706.1	-
ESW13707.1	-
ESW13708.1	-
ESW13709.1	-
ESW13710.1	ko:K14993,ko:K14997
ESW13711.1	ko:K14993
ESW13712.1	ko:K15296
ESW13713.1	-
ESW13714.1	-
ESW13715.1	-
ESW13716.1	-
ESW13717.1	-
ESW13718.1	ko:K20359
ESW13719.1	ko:K21554
ESW13720.1	-
ESW13721.1	ko:K17917
ESW13722.1	ko:K05909
ESW13723.1	ko:K09286
ESW13724.1	ko:K10875
ESW13725.1	ko:K14496
ESW13726.1	-
ESW13728.1	-
ESW13729.1	ko:K02987
ESW13731.1	ko:K00522
ESW13732.1	ko:K02987
ESW13733.1	-
ESW13734.1	-
ESW13735.1	-
ESW13736.2	ko:K10838
ESW13737.1	ko:K17479
ESW13738.1	ko:K04733
ESW13740.1	-
ESW13741.1	-
ESW13743.1	ko:K09286
ESW13744.1	-
ESW13745.1	ko:K09420
ESW13746.1	-
ESW13747.1	ko:K04646
ESW13748.1	ko:K03348
ESW13749.1	-
ESW13750.1	-
ESW13751.1	ko:K08518
ESW13752.1	ko:K02976
ESW13753.1	-
ESW13754.1	-
ESW13755.1	-
ESW13756.1	-
ESW13758.1	ko:K15731
ESW13759.1	ko:K04730
ESW13760.1	ko:K05857
ESW13761.1	ko:K05857
ESW13762.1	ko:K05857
ESW13763.1	ko:K05857
ESW13764.1	-
ESW13765.1	-
ESW13766.1	ko:K02941
ESW13767.1	ko:K09588,ko:K09590
ESW13768.1	-
ESW13769.1	-
ESW13770.1	-
ESW13771.1	-
ESW13772.1	-
ESW13773.1	-
ESW13775.1	-
ESW13776.1	-
ESW13777.1	ko:K13946
ESW13778.1	ko:K08490
ESW13779.1	-
ESW13780.1	-
ESW13782.1	ko:K02367,ko:K02369,ko:K19033
ESW13783.1	-
ESW13784.1	ko:K02367,ko:K02369,ko:K19033
ESW13785.1	ko:K09872
ESW13787.1	-
ESW13788.1	ko:K12947
ESW13791.1	ko:K13463
ESW13792.1	-
ESW13793.1	ko:K05909
ESW13794.1	-
ESW13795.1	ko:K01756
ESW13796.1	-
ESW13797.1	-
ESW13798.1	-
ESW13799.1	-
ESW13800.1	-
ESW13801.1	-
ESW13802.1	ko:K02917
ESW13804.1	-
ESW13805.1	-
ESW13806.1	-
ESW13807.1	-
ESW13808.1	ko:K13993
ESW13809.1	ko:K13993
ESW13810.1	ko:K13993
ESW13811.1	-
ESW13812.1	-
ESW13815.1	-
ESW13816.1	-
ESW13818.1	-
ESW13821.1	-
ESW13822.1	-
ESW13829.1	ko:K07904
ESW13830.1	ko:K14684
ESW13831.1	ko:K14684
ESW13833.1	ko:K06269
ESW13834.1	ko:K16547
ESW13835.1	ko:K01930
ESW13836.1	-
ESW13837.1	ko:K12657
ESW13838.1	ko:K15414
ESW13839.1	ko:K11303
ESW13840.1	ko:K00966
ESW13841.1	ko:K00966
ESW13842.1	-
ESW13843.1	-
ESW13844.1	-
ESW13845.1	-
ESW13846.1	-
ESW13847.1	ko:K14497
ESW13848.1	-
ESW13849.1	ko:K18443
ESW13850.1	-
ESW13851.1	-
ESW13852.1	-
ESW13855.1	-
ESW13856.1	ko:K11672
ESW13857.1	-
ESW13858.1	-
ESW13859.1	-
ESW13861.1	-
ESW13863.1	-
ESW13864.1	-
ESW13865.1	-
ESW13866.1	ko:K12900
ESW13867.1	ko:K12870
ESW13870.1	-
ESW13871.1	-
ESW13874.1	ko:K00924,ko:K04733
ESW13875.1	ko:K13205
ESW13876.1	-
ESW13877.1	-
ESW13878.1	ko:K09422
ESW13879.1	-
ESW13880.1	-
ESW13881.1	-
ESW13882.1	ko:K08332
ESW13883.1	-
ESW13884.1	-
ESW13886.1	-
ESW13887.1	ko:K04733
ESW13888.1	ko:K13448
ESW13889.1	ko:K00847
ESW13890.1	ko:K11086
ESW13891.1	ko:K07437
ESW13892.1	ko:K13448
ESW13893.1	-
ESW13894.1	-
ESW13895.1	-
ESW13896.1	ko:K14494
ESW13897.1	ko:K11275
ESW13898.1	-
ESW13899.1	-
ESW13900.1	-
ESW13901.1	-
ESW13902.1	ko:K05387,ko:K14771
ESW13903.1	ko:K11275
ESW13907.1	ko:K07955
ESW13908.1	ko:K09422
ESW13909.1	-
ESW13910.1	ko:K19891
ESW13911.2	-
ESW13912.1	ko:K04733
ESW13913.1	ko:K13993
ESW13915.1	ko:K07766
ESW13917.1	ko:K01915
ESW13918.1	ko:K01915
ESW13919.1	-
ESW13920.1	-
ESW13921.1	-
ESW13923.1	ko:K04634,ko:K06692,ko:K13104
ESW13925.1	ko:K21867
ESW13927.1	-
ESW13928.1	-
ESW13929.1	-
ESW13930.1	ko:K00924
ESW13931.1	-
ESW13932.1	-
ESW13933.1	-
ESW13937.1	-
ESW13938.1	ko:K12850
ESW13939.1	ko:K17085
ESW13940.1	-
ESW13941.1	-
ESW13942.1	-
ESW13945.1	ko:K08869
ESW13946.1	ko:K00031
ESW13947.1	ko:K00031
ESW13948.1	-
ESW13951.1	-
ESW13952.1	-
ESW13953.1	-
ESW13954.1	ko:K00963,ko:K02987
ESW13955.1	-
ESW13956.1	-
ESW13957.1	-
ESW13958.1	-
ESW13959.1	-
ESW13960.1	ko:K08339
ESW13961.1	ko:K00799
ESW13962.1	-
ESW13963.2	ko:K00121
ESW13964.1	ko:K19199
ESW13965.1	ko:K02291
ESW13966.1	ko:K02291
ESW13967.1	-
ESW13968.1	ko:K17839
ESW13969.1	ko:K17839
ESW13970.1	ko:K14649
ESW13971.1	-
ESW13972.1	-
ESW13973.1	ko:K10706
ESW13974.1	ko:K10706
ESW13976.1	-
ESW13977.1	-
ESW13978.1	-
ESW13979.1	-
ESW13980.1	ko:K10867
ESW13981.1	-
ESW13982.1	-
ESW13983.1	ko:K01520
ESW13984.1	ko:K12261
ESW13985.1	-
ESW13986.1	-
ESW13987.1	ko:K20858
ESW13988.1	ko:K11266
ESW13989.1	ko:K13806
ESW13990.1	ko:K05663
ESW13991.1	-
ESW13992.1	ko:K14945
ESW13993.1	-
ESW13994.1	-
ESW13995.1	-
ESW13996.1	-
ESW13998.1	-
ESW13999.1	ko:K13459
ESW14000.1	-
ESW14001.1	ko:K13459
ESW14002.2	ko:K21989
ESW14004.1	ko:K13459
ESW14005.1	-
ESW14006.1	ko:K13459
ESW14008.1	ko:K04730
ESW14009.1	ko:K13459
ESW14011.1	-
ESW14012.1	-
ESW14013.1	-
ESW14014.1	-
ESW14015.1	-
ESW14016.1	-
ESW14017.1	-
ESW14019.1	ko:K13434
ESW14020.1	ko:K03238
ESW14021.1	-
ESW14022.1	ko:K10352
ESW14023.1	-
ESW14024.1	ko:K13459
ESW14025.1	-
ESW14026.1	-
ESW14029.1	-
ESW14030.1	ko:K13459
ESW14031.1	ko:K13459
ESW14032.1	-
ESW14033.1	ko:K13459
ESW14034.1	ko:K13459
ESW14035.1	ko:K00487
ESW14036.1	-
ESW14037.1	ko:K13259,ko:K13262,ko:K16040
ESW14038.1	-
ESW14039.1	-
ESW14041.1	ko:K20628
ESW14042.1	-
ESW14043.1	ko:K08867
ESW14044.1	-
ESW14045.1	-
ESW14046.1	-
ESW14047.1	-
ESW14048.1	ko:K00512,ko:K17854
ESW14049.1	-
ESW14050.1	ko:K07198,ko:K12761
ESW14051.1	ko:K07198,ko:K12761
ESW14052.1	-
ESW14053.1	-
ESW14054.1	ko:K17710,ko:K17964
ESW14055.1	ko:K17710,ko:K17964
ESW14056.1	ko:K01866
ESW14057.1	ko:K08332
ESW14058.1	ko:K00430
ESW14059.1	ko:K20185
ESW14060.1	ko:K20185
ESW14061.1	ko:K00430
ESW14062.1	ko:K00430
ESW14063.1	ko:K00430
ESW14064.1	-
ESW14065.1	ko:K06173
ESW14066.1	ko:K06173
ESW14068.1	-
ESW14069.1	-
ESW14070.1	ko:K13259,ko:K13262,ko:K16040
ESW14071.1	ko:K13259,ko:K13262,ko:K16040
ESW14072.1	-
ESW14073.1	-
ESW14074.1	ko:K22377
ESW14076.1	ko:K11091,ko:K11094
ESW14077.1	ko:K10268
ESW14079.1	ko:K13423,ko:K13424
ESW14080.1	-
ESW14081.1	-
ESW14082.1	-
ESW14083.1	ko:K13424
ESW14084.1	ko:K13424
ESW14085.1	-
ESW14087.1	-
ESW14089.1	-
ESW14090.1	-
ESW14091.1	-
ESW14095.1	ko:K17917
ESW14096.1	ko:K17917
ESW14097.1	ko:K05909
ESW14100.1	ko:K14803,ko:K17499
ESW14102.1	-
ESW14103.1	-
ESW14104.1	-
ESW14105.1	ko:K07760
ESW14106.1	ko:K09285
ESW14107.1	-
ESW14108.1	-
ESW14109.1	-
ESW14110.1	-
ESW14111.1	-
ESW14112.1	-
ESW14113.1	-
ESW14114.1	ko:K00771,ko:K20891
ESW14115.1	-
ESW14116.1	-
ESW14117.1	ko:K21444
ESW14119.1	ko:K01230
ESW14122.1	ko:K02937
ESW14123.1	-
ESW14124.1	ko:K01537
ESW14125.1	ko:K01537
ESW14126.1	-
ESW14127.1	ko:K17301
ESW14128.1	ko:K07195
ESW14131.1	-
ESW14132.1	-
ESW14134.1	ko:K20887
ESW14135.1	ko:K02135
ESW14136.1	ko:K19986
ESW14138.1	-
ESW14139.1	ko:K00058
ESW14140.1	ko:K15113
ESW14141.1	-
ESW14142.1	ko:K21374
ESW14143.1	ko:K21374
ESW14145.1	ko:K21374
ESW14146.1	ko:K21374
ESW14147.1	-
ESW14148.1	-
ESW14151.1	ko:K21374
ESW14152.1	-
ESW14154.1	-
ESW14155.1	-
ESW14156.1	ko:K13098
ESW14157.1	ko:K13098
ESW14158.1	-
ESW14159.1	-
ESW14160.1	-
ESW14161.1	-
ESW14162.1	-
ESW14163.1	ko:K00522
ESW14164.1	-
ESW14165.1	ko:K14840
ESW14166.1	-
ESW14167.1	ko:K03178
ESW14168.1	ko:K03178
ESW14169.1	ko:K03178
ESW14170.1	ko:K17479
ESW14171.1	ko:K04733
ESW14172.1	-
ESW14173.1	-
ESW14174.1	-
ESW14175.1	ko:K09555
ESW14176.1	-
ESW14177.1	ko:K14709
ESW14178.1	-
ESW14179.1	ko:K01103
ESW14180.1	-
ESW14181.1	-
ESW14182.1	ko:K03549
ESW14183.1	-
ESW14184.1	ko:K17506
ESW14185.1	ko:K17506
ESW14187.1	-
ESW14188.1	-
ESW14190.1	ko:K17871
ESW14191.1	ko:K22366
ESW14192.1	-
ESW14193.1	-
ESW14194.1	-
ESW14195.1	ko:K10257
ESW14196.1	ko:K10257
ESW14197.1	-
ESW14198.1	-
ESW14199.1	-
ESW14200.1	ko:K03695
ESW14202.1	-
ESW14203.1	-
ESW14204.1	ko:K19517
ESW14205.1	ko:K07300
ESW14206.1	-
ESW14208.1	ko:K10140
ESW14209.1	ko:K11778
ESW14210.1	ko:K13107
ESW14211.1	ko:K08237
ESW14212.1	ko:K08237
ESW14213.1	ko:K03809
ESW14215.1	ko:K03798
ESW14216.1	ko:K15235
ESW14217.1	-
ESW14218.1	ko:K15401
ESW14219.1	ko:K09422
ESW14220.1	-
ESW14221.1	-
ESW14223.1	ko:K05909
ESW14225.1	ko:K14638
ESW14226.1	-
ESW14227.1	-
ESW14228.1	ko:K17362
ESW14230.1	ko:K11254
ESW14231.1	ko:K04733
ESW14233.1	-
ESW14234.1	-
ESW14235.1	ko:K00591
ESW14236.1	-
ESW14237.1	-
ESW14238.1	-
ESW14239.1	-
ESW14240.1	-
ESW14241.1	ko:K13102
ESW14242.1	ko:K11086
ESW14243.1	-
ESW14244.1	ko:K15283
ESW14245.1	-
ESW14246.1	ko:K06682,ko:K07976
ESW14247.1	-
ESW14248.1	-
ESW14250.1	-
ESW14251.1	-
ESW14255.1	ko:K04733
ESW14256.1	-
ESW14257.1	-
ESW14258.1	-
ESW14260.1	ko:K22390
ESW14261.1	ko:K14550
ESW14263.1	-
ESW14264.1	ko:K13412
ESW14265.1	ko:K19041
ESW14266.1	ko:K09022
ESW14267.1	ko:K09022
ESW14269.1	ko:K13719
ESW14270.1	ko:K13719
ESW14271.1	-
ESW14272.1	ko:K07304
ESW14273.1	-
ESW14274.1	-
ESW14275.1	ko:K09489
ESW14276.1	ko:K09489
ESW14277.1	ko:K14776
ESW14278.1	-
ESW14279.1	-
ESW14280.1	ko:K03113
ESW14281.1	ko:K08498,ko:K08500
ESW14282.1	-
ESW14283.1	-
ESW14284.1	-
ESW14285.1	ko:K13789
ESW14286.1	ko:K13789
ESW14287.1	-
ESW14288.1	ko:K15414
ESW14289.1	ko:K21994
ESW14295.1	ko:K12845
ESW14296.1	ko:K18270
ESW14297.1	-
ESW14298.1	ko:K00658
ESW14300.1	-
ESW14301.1	ko:K14190
ESW14302.1	-
ESW14303.1	-
ESW14304.1	ko:K12606
ESW14305.1	-
ESW14306.1	ko:K12847
ESW14307.1	ko:K12847
ESW14308.1	-
ESW14309.1	-
ESW14310.1	-
ESW14311.1	-
ESW14313.1	ko:K09191
ESW14314.1	ko:K09191
ESW14317.1	ko:K00609
ESW14318.1	ko:K00609
ESW14319.1	ko:K11996
ESW14320.1	-
ESW14321.1	ko:K01179
ESW14322.1	-
ESW14323.1	ko:K09286
ESW14324.1	-
ESW14325.1	ko:K12483
ESW14326.1	ko:K03687
ESW14328.1	ko:K01051
ESW14329.1	-
ESW14330.1	ko:K01051
ESW14331.2	ko:K16547
ESW14332.1	ko:K01051
ESW14333.1	-
ESW14334.1	-
ESW14335.1	-
ESW14336.1	ko:K03545
ESW14338.1	ko:K16732
ESW14339.1	ko:K12199
ESW14340.1	ko:K18848
ESW14341.1	-
ESW14342.1	ko:K05399
ESW14343.1	ko:K15423
ESW14344.1	ko:K08501,ko:K08503
ESW14345.1	ko:K08501,ko:K08503
ESW14350.1	-
ESW14351.1	ko:K17275
ESW14353.1	ko:K17275
ESW14354.1	-
ESW14355.1	-
ESW14357.1	-
ESW14358.1	-
ESW14359.1	-
ESW14360.1	ko:K01126
ESW14361.1	ko:K01126
ESW14362.1	ko:K06911
ESW14363.1	ko:K17292
ESW14364.1	ko:K17790
ESW14365.1	ko:K10400
ESW14366.1	-
ESW14367.1	ko:K14411
ESW14368.1	ko:K14411
ESW14369.1	ko:K14411
ESW14370.1	-
ESW14371.1	ko:K08867
ESW14372.1	-
ESW14373.1	-
ESW14374.1	-
ESW14375.1	-
ESW14377.1	ko:K15032
ESW14378.1	-
ESW14379.1	-
ESW14380.1	-
ESW14381.1	-
ESW14382.1	-
ESW14387.1	ko:K05666
ESW14388.1	ko:K10406
ESW14399.1	ko:K02739
ESW14400.1	ko:K00640
ESW14401.1	ko:K01051
ESW14402.1	ko:K01051
ESW14403.1	ko:K01051
ESW14404.1	ko:K17496
ESW14405.1	-
ESW14406.1	ko:K10878
ESW14407.1	ko:K05389
ESW14408.1	-
ESW14409.1	ko:K01738
ESW14410.1	-
ESW14411.1	-
ESW14412.1	ko:K08065
ESW14413.1	-
ESW14414.1	-
ESW14415.1	ko:K06210
ESW14416.1	ko:K04730,ko:K10859
